curs
66.7214
66.5999
67.5599
68.9557
74.7965
76.3828
76.4452
81.9330
82.7298
83.0677
82.2994
82.6638
85.0335
86.9393
89.8147
91.0274
93.8551
90.2189
83.1074
83.3562
88.6815
81.2087
72.4346
73.2646
65.2621
67.9344
63.0938
60.2899
59.7680
59.5634
59.1174
59.8695
59.9751
58.9333
58.9632
58.8571
59.3882
59.4272
59.8779
60.3259
60.2955
60.9003
60.8803
60.9615
62.1336
62.7284
62.1776
61.5424
61.2102
61.2065
61.4564
61.0287
60.7546
60.6814
59.7840
59.3137
59.2006
59.4536
58.0230
57.4549
57.4411
57.1150
57.0627
57.2173
57.1529
57.0352
57.5259
57.7121
57.4413
57.4180
57.3535
57.6132
57.9118
58.1036
58.3803
58.3090
57.4824
57.5350
57.8758
57.9284
58.5922
58.7908
59.2609
58.9680
58.6720
58.7845
58.1005
57.7474
57.5751
58.0585
57.9561
57.6749
57.0569
56.8208
56.9340
57.2767
57.3060
57.6141
57.6717
57.3786
57.0920
56.9956
56.2397
56.1996
56.8259
57.4435
57.5240
57.5581
57.5894
57.4148
57.6959
57.9095
57.7449
57.6517
57.4708
57.3611
57.3967
57.4343
57.6124
57.7386
57.3372
57.1349
57.3462
57.3324
57.4534
57.5637
57.4761
56.9424
57.3675
57.2679
57.3916
57.2864
57.4633
57.5066
57.6782
57.7140
57.6182
57.8375
58.2313
58.1630
58.1209
57.8167
58.1298
58.2080
58.3553
58.3905
58.6530
58.5167
58.5483
58.0732
57.5885
58.1753
58.2303
58.2582
58.5263
58.6604
58.7784
59.0245
58.5398
58.5720
58.4622
58.3943
58.0613
58.2420
58.6000
58.8405
58.7309
58.5079
58.6554
58.8734
58.6704
58.6133
58.6896
58.4106
58.5035
58.9645
59.3188
59.2704
59.4039
59.8793
59.4646
59.8688
59.5369
59.3391
59.4489
59.2304
58.7499
58.5912
58.5110
58.6620
58.6505
58.8495
59.1126
59.0525
58.7375
58.4412
58.9326
59.1156
59.1062
59.2590
59.5836
59.6318
60.2213
60.3021
60.4256
60.7392
60.8527
60.8466
60.7312
60.9416
60.6840
60.8427
60.9199
60.9572
60.8856
60.7668
60.9461
61.3036
60.9304
60.9228
61.2341
61.2002
61.2562
60.8531
60.9140
60.9524
61.1296
60.9637
60.4341
60.4006
60.3817
59.9872
60.1629
61.1276
61.0165
60.8611
61.0921
60.3511
61.6241
60.2760
61.4000
61.6875
61.2378
61.1186
61.6805
60.8801
